codigo_municipio,populacao_0_17
3537909,6575
3538006,38545
3538105,2856
3538204,3106
3538303,655
3538501,2565
3538600,5144
3538709,89355
3538808,6332
3538907,4080
3539004,2165
3539103,5066
3539202,5415
3539301,15456
3539400,3440
3539509,8003
3539608,1010
3539707,736
3539806,24291
3539905,1183
3540002,4215
3540101,639
3540200,9231
3540259,992
3540309,514
3540408,859
3540507,2134
3540606,12249
3540705,11182
3540754,4578
3540804,4062
3540853,307
3540903,3845
3541000,81590
3541059,1310
3541109,832
3541208,2339
3541307,8715
3541406,46169
3541505,6693
3541604,7933
3541653,791
3541703,3093
3541802,821
3541901,2161
3542008,1628
3542107,2053
3542206,6248
3542305,981
3542404,4311
3542503,1232
3542602,14231
3542701,1608
3542800,771
3542909,2455
3543006,5023
3543105,1185
3543204,977
3543238,373
3543253,1749
3543303,23915
3543402,142287
3543501,1355
3543600,873
3543709,2025
3543808,1838
3543907,41935
3544004,7420
3544103,10784
3544202,1850
3544251,3853
3544301,2633
3544400,672
3544509,736
3544608,1076
3544707,566
3544806,1338
3544905,2423
3545001,3520
3545100,1078
3545159,1619
3545209,30406
3545308,9997
3545407,2008
3545506,932
3545605,2920
3545704,1339
3545803,37487
3546009,2918
3546108,579
3546207,787
3546256,492
3546306,6438
3546405,10442
3546504,1403
3546603,7097
3546702,5728
3546801,12206
3546900,1580
3547007,1309
3547106,681
3547205,283
3547304,39427
3547403,477
3547502,4593
3547601,4917
3547650,323
3547700,3554
3547809,147558
3547908,1521
3548005,5341
3548054,1879
3548104,1281
3548203,1514
3548302,629
3548401,920
3548500,74193
3548609,2402
3548708,169455
3548807,30754
3548906,52466
3549003,471
3549102,18286
3549201,523
3549250,406
3549300,409
3549409,10430
3549508,1929
3549607,908
3549706,10661
3549805,96786
3549904,155370
3549953,3737
3550001,1974
3550100,8104
3550209,7698
3550308,2377363
3550407,8016
3550506,1769
3550605,17659
3550704,20501
3550803,2085
3550902,2769
3551009,73798
3551108,2473
3551207,851
3551306,676
3551405,2236
3551504,10888
3551603,5784
3551702,29123
3551801,3306
3551900,3344
3552007,1435
3552106,7756
3552205,159309
3552304,1636
3552403,66027
3552502,75888
3552551,730
3552601,2236
3552700,3438
3552809,63209
3552908,1528
3553005,3169
3553104,1209
3553203,1096
3553302,4721
3553401,5272
3553500,2083
3553609,2356
3553658,536
3553708,10984
3553807,5283
3553856,1813
3553906,1529
3553955,3736
3554003,28921
3554102,67658
3554201,1027
3554300,5552
3554409,1697
3554508,7913
3554607,498
3554656,443
3554706,1933
3554755,410
3554805,10545
3554904,1410
3554953,1356
3555000,12662
3555109,2559
3555208,360
3555307,234
3555356,1344
3555406,21833
3555505,1351
3555604,2107
3555703,427
3555802,1718
3555901,297
3556008,2629
3556107,3190
3556206,24998
3556305,5270
3556354,2447
3556404,8861
3556453,12106
3556503,27153
3556602,2050
3556701,16272
3556800,3961
3556909,1984
3556958,382
3557006,29654
3557105,19328
3557154,600
3557204,2858
3557303,2586
4100103,1677
4100202,1631
4100301,2611
4100400,32885
4100459,829
4100509,4001
4100608,3430
4100707,2318
4100806,2097
4100905,1200
4101002,4720
4101051,637
4101101,4219
4101150,786
4101200,4382
4101309,1549
4101408,29667
4101507,27224
4101606,6724
4101655,746
4101705,3280
4101804,38903
4101853,492
4101903,2981
4102000,8011
4102109,5635
4102208,730
4102307,3264
4102406,6903
4102505,2282
4102604,2392
4102703,570
4102752,919
4102802,3237
4102901,4189
4103008,993
4103024,559
4103040,1608
4103057,1960
4103107,3610
4103156,942
4103206,1645
4103222,719
4103305,1544
4103354,1061
4103370,851
4103404,558
4103453,4743
4103479,971
4103503,2125
4103602,5223
4103701,23815
4103800,2189
4103909,3690
4103958,1015
4104006,12457
4104055,957
4104105,2146
4104204,32015
4104253,7327
4104303,22812
4104402,3714
4104428,4036
4104451,2878
4104501,4487
4104600,3470
4104659,6703
4104709,4048
4104808,81775
4104907,20046
4105003,2536
4105102,2374
4105201,4186
4105300,2446
4105409,5119
4105508,18099
4105607,2763
4105706,3859
4105805,58507
4105904,4582
4106001,2040
4106100,800
4106209,4746
4106308,4080
4106407,8926
4106456,1609
4106506,5467
4106555,806
4106571,999
4106605,5070
4106704,1000
4106803,3600
4106852,642
4106902,349701
4107009,3309
4107108,998
4107124,777
4107157,1181
4107207,10532
4107256,2140
4107306,1256
4107405,1362
4107504,2610
4107520,375
4107538,1059
4107546,1328
4107553,687
4107603,4136
4107652,42734
4107702,955
4107736,1598
4107751,1760
4107801,931
4107850,1011
4107900,2606
4108007,2644
4108106,629
4108205,1522
4108304,69837
4108320,2037
4108403,22292
4108452,1321
4108502,3050
4108551,634
4108601,6302
4108650,1755
4108700,1282
4108809,8255
4108908,1627
4108957,1950
4109005,1159
4109104,465
4109203,1017
4109302,3209
4109401,46146
4109500,1957
4109609,10548
4109658,1257
4109708,6861
4109757,1608
4109807,11815
4109906,2020
4110003,1276
4110052,453
4110078,3932
4110102,7782
4110201,2637
4110300,580
4110409,1015
4110508,3676
4110607,3629
4110656,495
4110706,13706
4110805,2473
4110904,1093
4110953,2945
4111001,1280
4111100,1256
4111209,2951
4111258,8810
4111308,853
4111407,3462
4111506,6896
4111555,1562
4111605,544
4111704,1244
4111803,9715
4111902,3698
4112009,9361
4112108,4408
4112207,1201
4112306,1191
4112405,1810
4112504,2598
4112603,336
4112702,2838
4112751,2245
4112801,2899
4112900,771
4112959,1746
4113007,1520
4113106,900
4113205,10341
4113254,1546
4113304,8104
4113403,784
4113429,843
4113452,1275
4113502,5521
4113601,988
4113700,117917
4113734,1706
4113759,999
4113809,1067
4113908,2994
4114005,2978
4114104,7854
4114203,8048
4114302,6921
4114351,649
4114401,4343
4114500,3736
4114609,12614
4114708,1230
4114807,9668
4114906,2090
4115002,1704
4115101,2420
4115200,81151
4115309,1490
4115358,1577
4115408,3754
4115457,1153
4115507,1036
4115606,4655
4115705,9268
4115739,760
4115754,2634
4115804,12555
4115853,1377
4115903,586
4116000,407
4116059,2384
4116109,2386
4116208,4452
4116307,856
4116406,803
4116505,315
4116604,723
4116703,3203
4116802,1575
4116901,5745
4116950,1363
4117008,1577
4117057,3606
4117107,2999
4117206,1238
4117214,969
4117222,1887
4117255,3153
4117271,1572
4117297,642
4117305,6491
4117404,652
4117453,1667
4117503,11416
4117602,13822
4117701,8091
4117800,3369
4117909,8476
4118006,3154
4118105,2264
4118204,38006
4118303,600
4118402,21258
4118451,1374
4118501,21450
4118600,1307
4118709,1348
4118808,3199
4118857,1682
4118907,2610
4119004,1285
4119103,3533
4119152,28938
4119202,1468
4119251,645
4119301,8501
4119400,6164
4119509,31670
4119608,8226
4119657,710
4119707,962
4119806,3006
4119905,88908
4119954,6870
4120002,2291
4120101,967
4120150,732
4120200,728
4120309,860
4120333,878
4120358,1316
4120408,949
4120507,1950
4120606,11758
4120655,972
4120705,1742
4120804,6014
4120853,966
4120903,8037
4121000,2745
4121109,1168
4121208,4326
4121257,1111
4121307,661
4121356,590
4121406,4294
4121505,3532
4121604,1673
4121703,6403
4121752,1943
4121802,2698
4121901,3071
4122008,3396
4122107,660
4122156,3800
4122172,1026
4122206,9783
4122305,7378
4122404,17128
4122503,2633
4122602,2078
4122651,1200
4122701,2128
4122800,900
4122909,1154
4123006,3614
4123105,810
4123204,750
4123303,1953
4123402,2433
4123501,5967
4123600,361
4123709,1968
4123808,3185
4123824,861
4123857,2524
4123907,2309
4123956,838
4124004,1262
4124020,3572
4124053,5777
4124103,10534
4124202,519
4124301,438
4124400,5892
4124509,1547
4124608,1515
4124707,2736
4124806,2675
4124905,1340
4125001,2159
4125100,3514
4125209,2066
4125308,1018
4125357,1372
4125407,1380
4125456,990
4125506,81794
4125555,446
4125605,10297
4125704,7214
4125753,1318
4125803,1924
4125902,586
4126009,1885
4126108,1196
4126207,1524
4126256,30067
4126272,1666
4126306,4624
4126355,1051
4126405,1113
4126504,3437
4126603,5217
4126652,764
4126678,2915
4126702,1113
4126801,3778
4126900,1241
4127007,2403
4127106,19409
4127205,3955
4127304,3482
4127403,4389
4127502,5413
4127601,4529
4127700,34356
4127809,1789
4127858,2746
4127882,1960
4127908,1883
4127957,1743
4127965,3662
4128005,5671
4128104,26597
4128203,13117
4128302,452
4128401,2102
4128500,4679
4128534,2497
4128559,1840
4128609,1726
4128625,771
4128633,1492
4128658,917
4128708,2623
4128807,1306
4200051,573
4200101,4677
4200200,2657
4200309,1442
4200408,1486
4200507,1383
4200556,644
4200606,1342
4200705,2401
4200754,349
4200804,1231
4200903,1076
4201000,1875
4201109,771
4201208,2645
4201257,2312
4201273,944
4201307,13465
4201406,16821
4201505,2031
4201604,647
4201653,530
4201703,1849
4201802,728
4201901,1584
4201950,3701
4202008,24788
4202057,3224
4202073,3669
4202081,715
4202099,360
4202107,11131
4202131,1440
4202156,622
4202206,2240
4202305,17691
4202404,73518
4202438,816
4202453,5795
4202503,916
4202537,694
4202578,477
4202602,2139
4202701,1141
4202800,7804
4202859,948
4202875,527
4202909,32056
4203006,18415
4203105,1375
4203154,1083
4203204,25561
4203253,585
4203303,2934
4203402,1679
4203501,2507
4203600,8582
4203709,3105
4203808,13107
4203907,5299
4203956,5697
4204004,2636
4204103,1038
4204152,605
4204178,757
4204194,705
4204202,60191
4204251,3523
4204301,18055
4204350,1100
4204400,2176
4204459,408
4204509,3465
4204558,3916
4204608,46870
4204707,2261
4204756,406
4204806,10135
4204905,1625
4205001,3780
4205100,1039
4205159,726
4205175,976
4205191,524
4205209,1014
4205308,2675
4205357,380
4205407,99544
4205431,578
4205456,8074
4205506,8368
4205555,534
4205605,745
4205704,6624
4205803,5106
4205902,16629
4206009,3447
4206108,1440
4206207,2730
4206306,5822
4206405,2093
4206504,11794
4206603,965
4206652,2270
4206702,4659
4206751,451
4206801,659
4206900,4582
4207007,13953
4207106,4424
4207205,2488
4207304,11436
4207403,1412
4207502,16744
4207577,536
4207601,926
4207650,1959
4207684,2339
4207700,1707
4207759,824
4207809,2408
4207858,448
4207908,2574
4208005,1496
4208104,5604
4208203,63282
4208302,17268
4208401,3744
4208450,7261
4208500,6334
4208609,937
4208708,2278
4208807,4477
4208906,41565
4208955,400
4209003,6089
4209102,138748
4209151,1777
4209177,561
4209201,419
4209300,38055
4209409,8461
4209458,374
4209508,1746
4209607,3286
4209706,3292
4209805,734
4209854,941
4209904,3198
4210001,2860
4210035,1093
4210050,419
4210100,12454
4210209,781
4210308,1742
4210407,1955
4210506,6345
4210555,413
4210605,3707
4210704,734
4210803,1432
4210852,569
4210902,885
4211009,2208
4211058,2444
4211108,1976
4211207,4553
4211256,664
4211306,21872
4211405,1127
4211454,988
4211504,2855
4211603,2810
4211652,568
4211702,5082
4211751,4357
4211801,1381
4211850,503
4211876,445
4211892,485
4211900,52746
4212007,1935
4212056,595
4212106,3193
4212205,4635
4212239,943
4212254,3112
4212270,1083
4212304,2109
4212403,806
4212502,7788
4212601,586
4212650,2199
4212700,1515
4212809,6528
4212908,5001
4213005,827
4213104,1278
4213153,635
4213203,7197
4213302,1073
4213351,909
4213401,2772
4213500,6354
4213609,7435
4213708,4290
4213807,1864
4213906,332
4214003,4578
4214102,505
4214151,670
4214201,2368
4214300,670
4214409,1531
4214508,1531
4214607,1694
4214706,2259
4214805,15636
4214904,1021
4215000,9364
4215059,560
4215075,1005
4215109,2591
4215208,939
4215307,1728
4215356,860
4215406,998
4215455,3599
4215505,4257
4215554,485
4215604,393
4215653,2342
4215679,1814
4215687,563
4215695,361
4215703,5927
4215752,638
4215802,19283
4215901,509
4216008,2183
4216057,1189
4216107,1953
4216206,12153
4216255,1188
4216305,8202
4216354,1177
4216404,2031
4216503,6281
4216602,55435
4216701,2936
4216800,1814
4216909,5639
4217006,3312
4217105,715
4217154,364
4217204,9288
4217253,927
4217303,2343
4217402,5069
4217501,4137
4217550,676
4217600,2884
4217709,7596
4217758,614
4217808,4187
4217907,1764
4217956,551
4218004,12737
4218103,1156
4218202,9476
4218251,2141
4218301,5513
4218350,763
4218400,1680
4218509,2156
4218608,1619
4218707,22541
4218756,1048
4218806,2807
4218855,587
4218905,2616
4218954,597
4219002,3983
4219101,851
4219150,604
4219176,1138
4219200,1414
4219309,12668
4219358,1354
4219408,1019
4219507,11982
4219606,669
4219705,7406
4219853,1025
4220000,3815
4300034,964
4300059,918
4300109,3059
4300208,1269
4300307,1027
4300406,15034
4300455,675
4300471,385
4300505,1351
4300554,312
4300570,522
4300604,46854
4300638,1184
4300646,1730
4300661,223
4300703,1011
4300802,2283
4300851,756
4300877,2126
4300901,1081
4301008,4402
4301057,2308
4301073,457
4301107,3270
4301206,2422
4301305,3635
4301404,2056
4301503,1301
4301552,568
4301602,26530
4301636,3213
4301651,1243
4301701,1355
4301750,1211
4301800,976
4301859,799
4301875,1207
4301909,2628
4301925,256
4301958,497
4302006,2068
4302055,528
4302105,24490
4302154,417
4302204,1329
4302220,406
4302238,503
4302253,433
4302303,2830
4302352,2729
4302378,438
4302402,2726
4302451,1345
4302501,1199
4302584,399
4302600,742
4302659,898
4302709,4384
4302808,6522
4302907,2405
4303004,16595
4303103,30890
4303202,975
4303301,897
4303400,902
4303509,13408
4303558,620
4303608,1489
4303673,590
4303707,990
4303806,963
4303905,13424
4304002,1108
4304101,744
4304200,5798
4304309,1125
4304358,2744
4304408,11695
4304507,9674
4304606,76555
4304614,249
4304622,368
4304630,15835
4304655,668
4304663,6661
4304671,899
4304689,2649
4304697,650
4304705,13793
4304713,1424
4304804,5915
4304853,232
4304903,1720
4304952,652
4305009,1664
4305108,96186
4305116,474
4305124,1103
4305132,594
4305157,518
4305173,2139
4305207,2630
4305306,1806
4305355,6956
4305371,578
4305405,852
4305439,1487
4305447,1029
4305454,3756
4305504,768
4305587,436
4305603,559
4305702,1401
4305801,2221
4305835,171
4305850,391
4305871,530
4305900,1436
4305934,229
4305959,563
4305975,594
4306007,2394
4306056,1660
4306072,572
4306106,13425
4306130,266
4306205,2207
4306304,803
4306320,572
4306353,422
4306379,557
4306403,6242
4306429,514
4306452,530
4306502,2830
4306551,474
4306601,7749
4306700,595
4306734,744
4306759,295
4306767,10194
4306809,4547
4306908,5111
4306924,339
4306932,1870
4306957,542
4306973,733
4307005,21661
4307054,608
4307104,1362
4307203,995
4307302,1508
4307401,699
4307450,654
4307500,3123
4307559,1048
4307609,10600
4307708,16432
4307807,6936
4307815,646
4307831,483
4307864,429
4307906,14274
4308003,1239
4308052,494
4308078,1054
4308102,2564
4308201,6094
4308250,221
4308300,2061
4308409,1223
4308433,360
4308458,950
4308508,6905
4308607,6316
4308656,550
4308706,942
4308805,1560
4308854,396
4308904,3201
4309001,3330
4309050,1670
4309100,8603
4309126,411
4309159,789
4309209,59394
4309258,208
4309308,20580
4309407,5138
4309506,1319
4309555,1065
4309571,609
4309605,3832
4309654,1502
4309704,866
4309753,715
4309803,755
4309902,1317
4309951,770
4310009,4447
4310108,7486
4310207,17836
4310306,766
4310330,5916
4310363,530
4310405,1311
4310413,418
4310439,955
4310462,288
4310504,1645
4310538,1154
4310553,627
4310579,378
4310603,8794
4310652,547
4310702,572
4310751,298
4310801,4740
4310850,756
4310876,442
4310900,581
4311007,5508
4311106,1729
4311122,889
4311130,678
4311155,1515
4311205,4010
4311239,441
4311254,1212
4311270,349
4311304,6172
4311403,20114
4311429,677
4311502,1499
4311601,961
4311627,1533
4311643,277
4311700,1230
4311718,1017
4311734,701
4311759,1366
4311775,1524
4311791,406
4311809,9795
4311908,757
4311981,751
4312005,306
4312054,688
4312104,867
4312138,582
4312153,993
4312179,348
4312203,772
4312252,1749
4312302,960
4312351,230
4312377,725
4312385,373
4312401,14284
4312427,572
4312443,553
4312450,1133
4312476,1068
4312500,2759
4312609,848
4312617,693
4312625,366
4312658,3809
4312674,401
4312708,3309
4312757,632
4312807,922
4312906,1766
4312955,329
4313003,475
4313011,583
4313037,934
4313060,4893
4313086,371
4313102,959
4313201,4660
4313300,5146
4313334,395
4313359,567
4313375,7551
4313391,676
4313409,47523
4313425,537
4313441,431
4313466,309
4313490,905
4313508,10387
4313607,596
4313656,2668
4313706,7683
4313805,1715
4313904,9833
4313953,2357
4314001,1373
4314027,1197
4314035,889
4314050,12652
4314068,803
4314076,1191
4314100,45617
4314134,358
4314159,1713
4314175,426
4314209,1581
4314308,751
4314407,67146
4314423,992
4314456,672
4314464,448
4314472,695
4314498,1057
4314506,2170
4314548,473
4314555,374
4314605,3377
4314704,2280
4314753,404
4314779,690
4314787,275
4314803,7819
4314902,257661
4315008,679
4315057,361
4315073,258
4315107,2110
4315131,325
4315149,628
4315156,959
4315172,352
4315206,627
4315305,5660
4315313,331
4315321,482
4315354,798
4315404,3033
4315453,263
4315503,2913
4315552,557
4315602,42351
4315701,7242
4315750,927
4315800,2096
4315909,1501
4315958,417
4316006,4556
4316105,2039
4316204,850
4316303,1247
4316402,7766
4316428,524
4316436,462
4316451,2284
4316477,483
4316501,1333
4316600,3023
4316709,1678
4316733,347
4316758,1422
4316808,26434
4316907,54873
4316956,1064
4316972,530
4317004,1318
4317103,19546
4317202,16415
4317251,198
4317301,6802
4317400,9516
4317509,16669
4317558,422
4317608,8912
4317707,2211
4317756,448
4317806,2957
4317905,2851
4317954,440
4318002,12660
4318051,467
4318101,3356
4318200,5095
4318309,13009
4318408,4574
4318424,725
4318432,469
4318440,498
4318457,481
4318465,382
4318481,831
4318499,422
4318507,5266
4318606,1225
4318614,465
4318622,1137
4318705,49591
4318804,7936
4318903,7673
4319000,3897
4319109,1023
4319125,550
4319158,1508
4319208,1147
4319307,1013
4319356,719
4319364,386
4319372,577
4319406,2997
4319505,5406
4319604,4184
4319703,568
4319711,374
4319737,675
4319752,438
4319802,1673
4319901,17590
4320008,30117
4320107,5064
4320206,2673
4320230,555
4320263,1267
4320305,980
4320321,504
4320354,1023
4320404,3496
4320453,312
4320503,988
4320552,1079
4320578,311
4320602,592
4320651,348
4320677,1571
4320701,2985
4320800,6664
4320859,1047
4320909,5411
4321006,2265
4321105,3070
4321204,11778
4321303,5560
4321329,642
4321352,1028
4321402,3556
4321436,2402
4321451,7095
4321469,738
4321477,1010
4321493,425
4321501,8761
4321600,12927
4321626,318
4321634,343
4321667,2323
4321709,5496
4321808,4995
4321832,578
4321857,1172
4321907,5172
4321956,1799
4322004,6503
4322103,931
4322152,803
4322186,241
4322202,4628
4322251,1108
4322301,1397
4322327,695
4322343,325
4322350,170
4322376,380
4322400,29332
4322509,15630
4322525,622
4322533,1750
4322541,1286
4322558,350
4322608,13410
4322707,5463
4322806,4186
4322855,289
4322905,772
4323002,52819
4323101,1092
4323200,551
4323309,684
4323358,373
4323408,801
4323457,757
4323507,513
4323606,285
4323705,536
4323754,591
4323770,621
4323804,4051
5000203,5157
5000252,1185
5000609,11926
5000708,6476
5000807,1804
5000856,2840
5000906,2888
5001003,7051
5001102,12913
5001243,3675
5001508,2083
5001904,6036
5002001,2749
5002100,5968
5002159,2360
5002209,6525
5002308,2963
5002407,8871
5002605,3266
5002704,221316
5002803,1400
5002902,4760
5002951,8664
5003108,1176
5003157,5170
5003207,27402
5003256,7376
5003306,8013
5003454,3399
5003488,3082
5003504,1486
5003702,62927
5003751,3034
5003801,4559
5003900,940
5004007,2295
5004106,2578
5004304,3710
5004403,2086
5004502,6983
5004601,5323
5004700,6831
5004809,3126
5004908,1744
5005004,6442
5005103,932
5005152,2004
5005202,6774
5005251,2090
5005400,11905
5005608,7895
5005681,4947
5005707,13230
5005806,3638
5006002,6602
5006200,12680
5006259,1250
5006275,1574
5006309,9283
5006358,5170
5006408,1696
5006606,26275
5006903,4094
5007109,6677
5007208,10957
5007307,1222
5007406,5258
5007505,1354
5007554,1881
5007695,8194
5007703,2837
5007802,1997
5007901,13112
5007935,4017
5007950,3764
5007976,879
5008008,4446
5008305,34088
5008404,1408
5100102,1250
5100201,7738
5100250,14925
5100300,4330
5100359,1887
5100409,3383
5100508,2028
5100607,3143
5100805,2591
5101001,933
5101209,238
5101258,3781
5101308,2804
5101407,7574
5101605,1875
5101704,8083
5101803,17298
5101852,2130
5101902,5170
5102504,24266
5102603,6411
5102637,13755
5102678,12640
5102686,2770
5102694,1315
5102702,7657
5102793,2583
5102850,1867
5103007,4914
5103056,2535
5103106,1564
5103205,7754
5103254,7728
5103304,5475
5103353,10290
5103361,1113
5103379,3155
5103403,161624
5103437,1201
5103452,1948
5103502,6221
5103601,1948
5103700,3584
5103809,747
5103858,2985
5103908,2024
5103957,666
5104104,8522
5104203,2320
5104500,545
5104526,2328
5104542,2218
5104559,1442
5104609,3543
5104807,7516
5104906,1999
5105002,2129
5105101,9671
5105150,12280
5105176,2960
5105200,2820
5105234,1324
5105259,24089
5105309,724
5105507,5281
5105580,3414
5105606,5722
5105622,6778
5105903,4372
5106000,1499
5106109,3197
5106158,3621
5106174,1644
5106182,1979
5106190,1204
5106208,953
5106216,3061
5106224,16546
5106232,4635
5106240,3691
5106257,5648
5106265,1897
5106273,739
5106281,1870
5106299,3010
5106307,7656
5106315,544
5106372,4731
5106422,9632
5106455,937
5106505,8415
5106653,1687
5106703,449
5106752,14221
5106778,3643
5106802,1456
5106828,2868
5106851,839
5107008,6461
5107040,23798
5107065,8167
5107107,4142
5107156,572
5107180,2930
5107198,657
5107206,1125
5107248,1633
5107263,664
5107297,591
5107305,4124
5107354,2000
5107404,1207
5107578,1185
5107602,64865
5107701,3854
5107743,808
5107750,883
5107768,1064
5107776,2541
5107792,1418
5107800,4108
5107859,3685
5107875,8560
5107883,495
5107909,53032
5107925,32225
5107941,2926
5107958,27901
5108006,4174
5108055,2723
5108105,755
5108204,840
5108303,1183
5108352,726
5108402,82504
5108501,3796
5108600,5736
5108808,1136
5108857,1032
5108907,1744
5108956,2220
5200050,5708
5200100,4313
5200134,5296
5200159,463
5200175,1269
5200209,384
5200258,69034
5200308,7104
5200506,377
5200555,1640
5200605,2822
5200803,2323
5200829,712
5200852,1045
5200902,537
5201108,96733
5201207,184
5201306,3894
5201405,133230
5201454,698
5201504,1171
5201603,740
5201702,4298
5201801,2826
5202155,1613
5202353,592
5202502,2140
5202601,585
5202809,582
5203104,765
5203203,2750
5203302,7946
5203401,1580
5203500,6000
5203559,2518
5203575,837
5203609,890
5203807,1358
5203906,2311
5203939,553
5203962,814
5204003,1979
5204102,2780
5204201,285
5204250,1661
5204300,3141
5204409,3544
5204508,24854
5204557,1073
5204607,898
5204656,878
5204706,3132
5204805,1934
5204854,2333
5204904,4960
5204953,944
5205000,2091
5205059,664
5205109,26491
5205208,1200
5205307,2903
5205406,4605
5205455,1789
5205471,3859
5205497,26818
5205513,6461
5205521,1101
5205703,448
5205802,2544
5205901,2106
5206206,17958
5206305,744
5206404,4070
5206503,843
5206602,615
5206701,930
5206800,500
5206909,417
5207105,418
5207253,1537
5207352,867
5207402,2711
5207501,738
5207535,1469
5207600,1145
5207808,2168
5207907,3653
5208004,30234
5208103,1035
5208152,815
5208301,1096
5208400,3516
5208509,984
5208608,17828
5208707,313406
5208806,20538
5208905,4788
5209101,7898
5209150,1102
5209200,5107
5209291,400
5209408,1034
5209457,433
5209606,681
5209705,7112
5209804,716
5209903,3023
5209937,1426
5209952,3986
5210000,11437
5210109,5740
5210158,576
5210208,7615
5210307,444
5210406,10846
5210562,1029
5210604,880
5210802,987
5210901,5164
5211008,1698
5211206,5238
5211305,1484
5211404,1512
5211503,25041
5211602,543
5211701,1278
5211800,10877
5211909,25972
5212006,576
5212055,507
5212105,1589
5212204,4337
5212253,360
5212303,2061
5212501,59296
5212600,498
5212709,2378
5212808,2428
5212907,696
5212956,860
5213004,2703
5213053,641
5213087,6411
5213103,18446
5213400,314
5213509,2073
5213707,1929
5213756,3270
5213772,870
5213806,11600
5213855,532
5213905,932
5214002,3861
5214051,1404
5214101,777
5214408,1922
5214507,8290
5214606,7862
5214705,519
5214804,448
5214838,3200
5214861,1685
5214879,745
5214903,778
5215009,2125
5215207,683
5215231,30333
5215256,854
5215306,3460
5215405,896
5215504,1617
5215603,9819
5215652,689
5215702,7828
5215801,445
5215900,812
5216007,527
5216304,1579
5216403,2445
5216452,756
5216809,1885
5216908,497
5217104,5044
5217203,2455
5217302,6070
5217401,6920
5217609,30320
5217708,3741
5218003,10784
5218052,1112
5218102,766
5218300,9783
5218391,778
5218508,11448
5218607,2689
5218706,813
5218789,975
5218805,57088
5218904,4279
5219001,1633
5219100,1497
5219209,601
5219258,1221
5219308,8566
5219357,716
5219407,1479
5219456,590
5219506,534
5219605,719
5219704,2383
5219712,1044
5219738,1881
5219753,21508
5219803,2578
5219902,1501
5220009,3924
5220058,371
5220108,7238
5220157,1235
5220207,5006
5220264,1025
5220280,446
5220405,3844
5220454,44458
5220504,2029
5220603,5244
5220686,1520
5220702,761
5221007,796
5221080,881
5221197,1987
5221304,605
5221403,37312
5221452,681
5221502,913
5221551,1369
5221577,626
5221601,10249
5221700,2858
5221809,772
5221858,54811
5221908,765
5222005,3668
5222054,2218
5222203,1258
5222302,1474
5300108,656575
